Title,Price,answer,brand,model_name,CPU,RAM,disk_space,GPU
"ASUS ROG Strix G18 G814JU-N5008W, Notebook, mit 18 Zoll Display, Intel® Core™ i7,i7-13650HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Schwarz/Grau, Windows 11 Home (64 Bit)","1899,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""ROG Strix G18 G814JU-N5008W"",
        ""CPU"": ""Intel® Core™ i7,i7-13650HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ASUS,ROG Strix G18 G814JU-N5008W,"Intel® Core™ i7,i7-13650HX",16,1 TB,NVIDIA GeForce RTX™ 4050
"ASUS Vibe CX55 Flip CX5501FEA-NA0275, Gaming Chromebook, mit 15,6 Zoll Display Touchscreen, Intel® Core™ i3,i3-1115G4 Prozessor, 8 GB RAM, 128 GB SSD, Intel® UHD Graphics, Grau, Google Chrome OS","699,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Vibe CX55 Flip CX5501FEA-NA0275"",
        ""CPU"": ""Intel® Core™ i3-1115G4"",
        ""RAM"": 8,
        ""disk space"": ""128 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ASUS,Vibe CX55 Flip CX5501FEA-NA0275,Intel® Core™ i3-1115G4,8,128 GB,Intel® UHD Graphics
"RAZER Blade 16 (2024) mit OLED Display, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9, i9-14900HX Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4090, Schwarz, Windows 11 Home (32 bit)","4849,00€","```json
[
    {
        ""brand"": ""RAZER"",
        ""model name"": ""Blade 16 (2024)"",
        ""CPU"": ""Intel® Core™ i9, i9-14900HX"",
        ""RAM"": 32,
        ""disk space"": ""2 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4090""
    }
]
```",RAZER,Blade 16 (2024),"Intel® Core™ i9, i9-14900HX",32,2 TB,NVIDIA GeForce RTX™ 4090
"RAZER Blade 15 CH9-NT, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-13800H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","3199,99€","```json
[
    {
        ""brand"": ""RAZER"",
        ""model name"": ""Blade 15 CH9-NT"",
        ""CPU"": ""Intel® Core™ i7,i7-13800H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",RAZER,Blade 15 CH9-NT,"Intel® Core™ i7,i7-13800H",16,1 TB,NVIDIA GeForce RTX™ 4070
"LENOVO IdeaPad 5i, Chromebook Plus, mit 16 Zoll Display, Intel® Core™ i3,1215U Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Graphics, Stone Blue, Google Chrome OS","669,99€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad 5i, Chromebook Plus"",
        ""CPU"": ""Intel® Core™ i3-1215U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",LENOVO,"IdeaPad 5i, Chromebook Plus",Intel® Core™ i3-1215U,8,256 GB,Intel® UHD Graphics
"MSI STEALTH 15, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-13620H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Core Black, Windows 11 Home (64 Bit)","2349,00€","```json
[
    {
        ""brand"": ""MSI"",
        ""model name"": ""STEALTH 15"",
        ""CPU"": ""Intel® Core™ i7,i7-13620H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",MSI,STEALTH 15,"Intel® Core™ i7,i7-13620H",16,1 TB,NVIDIA GeForce RTX™ 4060
"HP Pavilion x360 14-ek1375ng, Convertible, mit 14 Zoll Display Touchscreen, Intel® Core™ i7 i7-1355U Prozessor, 16 GB RAM, 1 TB SSD, Intel® UHD Graphics, Silber, Windows 11 Home (64 Bit)","999,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Pavilion x360 14-ek1375ng"",
        ""CPU"": ""Intel® Core™ i7 i7-1355U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",HP,Pavilion x360 14-ek1375ng,Intel® Core™ i7 i7-1355U,16,1 TB,Intel® UHD Graphics
"LENOVO Legion 9i, Gaming-Notebook, mit 16 Zoll Display, Intel® Core™ i9,14900HX Prozessor, 64 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4090, Carbon Black, Windows 11 Pro (64 Bit)","4969,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""Legion 9i"",
        ""CPU"": ""Intel® Core™ i9-14900HX"",
        ""RAM"": 64,
        ""disk space"": ""2 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4090""
    }
]
```",LENOVO,Legion 9i,Intel® Core™ i9-14900HX,64,2 TB,NVIDIA GeForce RTX™ 4090
"ASUS Zenbook S 13 OLED UX5304MA-NQ041W, Notebook, mit 13,3 Zoll Display, Intel® Core™ Ultra 7,155U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Basalt Grey, Windows 11 Home (64 Bit)","1599,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""Zenbook S 13 OLED UX5304MA-NQ041W"",
        ""CPU"": ""Intel® Core™ Ultra 7,155U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ASUS,Zenbook S 13 OLED UX5304MA-NQ041W,"Intel® Core™ Ultra 7,155U",16,1 TB,Intel® Iris® Xe
"SAMSUNG Galaxy Book4 Pro, Notebook, mit 14 Zoll Display Touchscreen, Intel® Core™ Ultra 7,155H Prozessor, 32 GB RAM, 512 GB SSD, Intel® Arc® GPU, Platinum Silver, Windows 11 Pro (64 Bit)","2199,00€","```json
[
    {
        ""brand"": ""SAMSUNG"",
        ""model name"": ""Galaxy Book4 Pro"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 32,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Arc® GPU""
    }
]
```",SAMSUNG,Galaxy Book4 Pro,"Intel® Core™ Ultra 7,155H",32,512 GB,Intel® Arc® GPU
"ASUS VivoBook 16X OLED M3604YA-L2035W, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,7730U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook 16X OLED M3604YA-L2035W"",
        ""CPU"": ""AMD Ryzen™ 7 7730U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ASUS,VivoBook 16X OLED M3604YA-L2035W,AMD Ryzen™ 7 7730U,16,1 TB,AMD Radeon™ Onboard Graphics
"HP Victus Gaming 16-r1354ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i5,i5-14500HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Silber, Windows 11 Home (64 Bit)","1299,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming 16-r1354ng"",
        ""CPU"": ""Intel® Core™ i5-14500HX"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",HP,Victus Gaming 16-r1354ng,Intel® Core™ i5-14500HX,16,512 GB,NVIDIA GeForce RTX™ 4050
"LENOVO LOQ 15IRX9, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,13650HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Luna Grey, Windows 11 Home (64 Bit)","1499,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""LOQ 15IRX9"",
        ""CPU"": ""Intel® Core™ i7,13650HX"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",LENOVO,LOQ 15IRX9,"Intel® Core™ i7,13650HX",16,1 TB,NVIDIA GeForce RTX™ 4060
"ASUS VivoBook Pro 15 OLED N6506MU-MA051X, Notebook, mit 15,6 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Cool Silver, Windows 11 Pro (64 Bit)","1899,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook Pro 15 OLED N6506MU-MA051X"",
        ""CPU"": ""Intel® Core™ Ultra 7,155H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",ASUS,VivoBook Pro 15 OLED N6506MU-MA051X,"Intel® Core™ Ultra 7,155H",16,1 TB,NVIDIA GeForce RTX™ 4050
"ACER Swift Go (SFG16-71-763T) mit OLED-Display, Notebook, mit 16,0 Zoll Display, Intel® Core™ i7,i7-1355U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Pure Silver, Windows 11 Home (64 Bit)","1329,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift Go (SFG16-71-763T)"",
        ""CPU"": ""Intel® Core™ i7,i7-1355U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Swift Go (SFG16-71-763T),"Intel® Core™ i7,i7-1355U",16,1 TB,Intel® Iris® Xe
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ A2000, Platin, Windows 11 Home (64 Bit)","4159,00€","```json
[
    {
        ""brand"": ""MICROSOFT"",
        ""model name"": ""Surface Laptop Studio 2"",
        ""CPU"": ""Intel® Core™ i7,i7-13700H"",
        ""RAM"": 32,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ A2000""
    }
]
```",MICROSOFT,Surface Laptop Studio 2,"Intel® Core™ i7,i7-13700H",32,512 GB,NVIDIA GeForce RTX™ A2000
"LENOVO IdeaPad Gaming 3, Gaming-Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7535HS  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Onyx Grey, Windows 11 Home (64 Bit)","1169,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad Gaming 3"",
        ""CPU"": ""AMD Ryzen™ 5,7535HS"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",LENOVO,IdeaPad Gaming 3,"AMD Ryzen™ 5,7535HS",16,512 GB,NVIDIA GeForce RTX™ 4050
"ASUS VivoBook S 15 OLED K5504VN-MA045W, Notebook, mit 15,6 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc™ 3 A350M, Schwarz, Windows 11 Home (64 Bit)","1799,00€","```json
[
    {
        ""brand"": ""ASUS"",
        ""model name"": ""VivoBook S 15 OLED K5504VN-MA045W"",
        ""CPU"": ""Intel® Core™ i9,i9-13900H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Arc™ 3 A350M""
    }
]
```",ASUS,VivoBook S 15 OLED K5504VN-MA045W,"Intel® Core™ i9,i9-13900H",16,1 TB,Intel® Arc™ 3 A350M
"ACER Aspire 3 (A315-24P-R47H), Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7520U  Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Pure Silver, Windows 11 Home (64 Bit)","579,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire 3 (A315-24P-R47H)"",
        ""CPU"": ""AMD Ryzen™ 5,7520U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",ACER,Aspire 3 (A315-24P-R47H),"AMD Ryzen™ 5,7520U",8,512 GB,AMD Radeon™ Onboard Graphics
"ACER 514 (CB514-2H-K7VE) mit Tastaturbeleuchtung, Chromebook, mit 14 Zoll Display, MediaTek MediaTek MT,ARM Cortex A76/A55 Prozessor, 4 GB RAM, 64 GB eMMC, Mediatek Mali-G57, Silber, Google Chrome OS","459,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""514 (CB514-2H-K7VE)"",
        ""CPU"": ""MediaTek MT,ARM Cortex A76/A55"",
        ""RAM"": 4,
        ""disk space"": ""64 GB eMMC"",
        ""GPU"": ""Mediatek Mali-G57""
    }
]
```",ACER,514 (CB514-2H-K7VE),"MediaTek MT,ARM Cortex A76/A55",4,64 GB eMMC,Mediatek Mali-G57
"ACER Acer Swift X (SFX14-71G-55FR) mit Tastaturbeleuchtung, Notebook, mit 14,5 Zoll Display, Intel® Core™ i5,i5-13500H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3050, Steel Grey, Windows 11 Home (64 Bit)","1339,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Swift X (SFX14-71G-55FR)"",
        ""CPU"": ""Intel® Core™ i5,i5-13500H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 3050""
    }
]
```",ACER,Swift X (SFX14-71G-55FR),"Intel® Core™ i5,i5-13500H",16,512 GB,NVIDIA GeForce RTX™ 3050
"HP - B2B 255 G10, Business Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7530U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Pro (64 Bit)","749,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""B2B 255 G10"",
        ""CPU"": ""AMD Ryzen™ 5,7530U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,B2B 255 G10,"AMD Ryzen™ 5,7530U",8,256 GB,AMD Radeon™ Onboard Graphics
"MEDION AKOYA® E15309 (MD64099), Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Titan, Windows 11 Home S-Modus (64 Bit)","599,00€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""AKOYA® E15309 (MD64099)"",
        ""CPU"": ""AMD Ryzen™ 7 5700U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",MEDION,AKOYA® E15309 (MD64099),AMD Ryzen™ 7 5700U,16,1 TB,AMD Radeon™ Onboard Graphics
"HP Victus Gaming 16-s1375ng, Gaming Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,8840H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1798,99€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming 16-s1375ng"",
        ""CPU"": ""AMD Ryzen™ 7,8840H"",
        ""RAM"": 32,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,Victus Gaming 16-s1375ng,"AMD Ryzen™ 7,8840H",32,512 GB,NVIDIA GeForce RTX™ 4070
"HP Victus Gaming 16-s0377ng, Gaming Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,7840HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1599,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming 16-s0377ng"",
        ""CPU"": ""AMD Ryzen™ 7 7840HS"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,Victus Gaming 16-s0377ng,AMD Ryzen™ 7 7840HS,16,512 GB,NVIDIA GeForce RTX™ 4070
"RAZER Blade 16, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13950HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Mercury, Windows 11 Home (64 Bit)","4349,99€","```json
[
    {
        ""brand"": ""RAZER"",
        ""model name"": ""Blade 16"",
        ""CPU"": ""Intel® Core™ i9,i9-13950HX"",
        ""RAM"": 32,
        ""disk space"": ""1 TB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4080""
    }
]
```",RAZER,Blade 16,"Intel® Core™ i9,i9-13950HX",32,1 TB,NVIDIA GeForce RTX™ 4080
"APPLE MacBook Air (2023), MQKU3D/A, Notebook mit 15.3 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 256 GB SSD, M 210-Core GPU, Polarstern","1599,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2023)"",
        ""CPU"": ""Apple M2"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""M 210-Core GPU""
    }
]
```",APPLE,MacBook Air (2023),Apple M2,8,256 GB,M 210-Core GPU
"HP 15a-na0312ng, Chromebook, mit 15,6 Zoll Display, Intel® Celeron®,N4500 Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Silber, Google Chrome OS","349,99€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15a-na0312ng"",
        ""CPU"": ""Intel® Celeron® N4500"",
        ""RAM"": 4,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",HP,15a-na0312ng,Intel® Celeron® N4500,4,128 GB eMMC,Intel® UHD Graphics
"GIGABYTE AERO 14, Creator Notebook, mit 14 Zoll Display, Intel® Core™ i7,i7 -13620H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Twilight Silver, Windows 11 (64 Bit)","1599,00€","```json
[
    {
        ""brand"": ""GIGABYTE"",
        ""model name"": ""AERO 14, Creator Notebook"",
        ""CPU"": ""Intel® Core™ i7-13620H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",GIGABYTE,"AERO 14, Creator Notebook",Intel® Core™ i7-13620H,16,512 GB,NVIDIA GeForce RTX™ 4050
"MEDION AKOYA® E15415, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-10210U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Grau, Windows 11 Home (64 Bit)","549,99€","```json
[
    {
        ""brand"": ""MEDION"",
        ""model name"": ""AKOYA® E15415"",
        ""CPU"": ""Intel® Core™ i5-10210U"",
        ""RAM"": 8,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",MEDION,AKOYA® E15415,Intel® Core™ i5-10210U,8,512 GB,Intel® UHD Graphics
"APPLE MacBook Air (2023), MQKP3D/A, Notebook mit 15.3 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 256 GB SSD, M2 10-Core GPU, Space Grau","1599,00€","```json
[
    {
        ""brand"": ""APPLE"",
        ""model name"": ""MacBook Air (2023)"",
        ""CPU"": ""Apple M2"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""M2 10-Core GPU""
    }
]
```",APPLE,MacBook Air (2023),Apple M2,8,256 GB,M2 10-Core GPU
"LENOVO IdeaPad 1i, Inkl. 1 Jahr Microsoft 365 Single, Notebook, mit 11,6 Zoll Display, Intel® Celeron®,N4020 Prozessor, 4 GB RAM, 64 GB eMMC, Intel® UHD 600, Eisblau, Windows 11 Home S-Modus (64 Bit)","369,00€","```json
[
    {
        ""brand"": ""LENOVO"",
        ""model name"": ""IdeaPad 1i"",
        ""CPU"": ""Intel® Celeron®,N4020"",
        ""RAM"": 4,
        ""disk space"": ""64 GB eMMC"",
        ""GPU"": ""Intel® UHD 600""
    }
]
```",LENOVO,IdeaPad 1i,"Intel® Celeron®,N4020",4,64 GB eMMC,Intel® UHD 600
"HP 15-fc0313ng, Notebook, mit 15,6 Zoll Display, AMD Athlon™ Gold,7220U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon™ Onboard Graphics, Schwarz, Windows 11 Home (64 Bit)","499,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""15-fc0313ng"",
        ""CPU"": ""AMD Athlon™ Gold 7220U"",
        ""RAM"": 8,
        ""disk space"": ""256 GB"",
        ""GPU"": ""AMD Radeon™ Onboard Graphics""
    }
]
```",HP,15-fc0313ng,AMD Athlon™ Gold 7220U,8,256 GB,AMD Radeon™ Onboard Graphics
"HP Victus Gaming Laptop 16-r0354ng, Notebook, mit 16,1 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i5,i5-13500H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1249,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming Laptop 16-r0354ng"",
        ""CPU"": ""Intel® Core™ i5-13500H"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4050""
    }
]
```",HP,Victus Gaming Laptop 16-r0354ng,Intel® Core™ i5-13500H,16,512 GB,NVIDIA GeForce RTX™ 4050
"ACER Chromebook 314 (CB314-4H-345E), Chromebook, mit 14 Zoll Display, Intel® Core™ i3,i3-N305  Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Pure Silver, Google Chrome OS","469,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Chromebook 314 (CB314-4H-345E)"",
        ""CPU"": ""Intel® Core™ i3,i3-N305"",
        ""RAM"": 4,
        ""disk space"": ""128 GB eMMC"",
        ""GPU"": ""Intel® UHD Graphics""
    }
]
```",ACER,Chromebook 314 (CB314-4H-345E),"Intel® Core™ i3,i3-N305",4,128 GB eMMC,Intel® UHD Graphics
"ACER Aspire Vero (AV15-53P-74FH) mit Tastaturbeleuchtung, Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-1355U  Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Cypress Green, Windows 11 Home (64 Bit)","849,00€","```json
[
    {
        ""brand"": ""ACER"",
        ""model name"": ""Aspire Vero (AV15-53P-74FH)"",
        ""CPU"": ""Intel® Core™ i7,i7-1355U"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",ACER,Aspire Vero (AV15-53P-74FH),"Intel® Core™ i7,i7-1355U",16,1 TB,Intel® Iris® Xe
"HP Victus Gaming 16-r1356ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i5,i5-14500HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1399,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""Victus Gaming 16-r1356ng"",
        ""CPU"": ""Intel® Core™ i5-14500HX"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4060""
    }
]
```",HP,Victus Gaming 16-r1356ng,Intel® Core™ i5-14500HX,16,512 GB,NVIDIA GeForce RTX™ 4060
"HP OMEN by HP 16-wf1377ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1999,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""OMEN by HP 16-wf1377ng"",
        ""CPU"": ""Intel® Core™ i7,i7-14700HX"",
        ""RAM"": 32,
        ""disk space"": ""512 GB"",
        ""GPU"": ""NVIDIA GeForce RTX™ 4070""
    }
]
```",HP,OMEN by HP 16-wf1377ng,"Intel® Core™ i7,i7-14700HX",32,512 GB,NVIDIA GeForce RTX™ 4070
"HP ENVY 17-cw0352ng, Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-13500H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","1099,00€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""ENVY 17-cw0352ng"",
        ""CPU"": ""Intel® Core™ i5,i5-13500H"",
        ""RAM"": 16,
        ""disk space"": ""1 TB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,ENVY 17-cw0352ng,"Intel® Core™ i5,i5-13500H",16,1 TB,Intel® Iris® Xe
"HP - B2B 470 G10, Business Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1355U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Asteroid Silver, Windows 11 Pro (64 Bit)","1213,80€","```json
[
    {
        ""brand"": ""HP"",
        ""model name"": ""B2B 470 G10"",
        ""CPU"": ""Intel® Core™ i7,i7-1355U"",
        ""RAM"": 16,
        ""disk space"": ""512 GB"",
        ""GPU"": ""Intel® Iris® Xe""
    }
]
```",HP,B2B 470 G10,"Intel® Core™ i7,i7-1355U",16,512 GB,Intel® Iris® Xe
